GenBank gi	Locus	Fold	Gene Name and/or Information
1383479_at	BE109730	0.24	Transcribed sequences
1387485_a_at	M83297	0.24	protein phosphatase 2 (formerly 2A), regulatory subunit B (PR 52), alpha isoform
1394986_at	BE108719	0.24	Transcribed sequences
1373835_at	AI009785	0.239	Similar to F-box only protein 8 (LOC306436), mRNA
1373884_at	BI298657	0.239	Similar to Klhl2 protein (LOC290692), mRNA
1377921_at	AA875050	0.239	Similar to Ethanolamine kinase-like protein EKI2 (FLJ10761) (LOC360843), mRNA
1389374_at	BI295100	0.239	Similar to kinesin motor protein KIFC3 (LOC307644), mRNA
1389430_at	AI176172	0.239	Transcribed sequences
1370869_at	AI102790	0.238	branched chain aminotransferase 1, cytosolic
1372268_at	BI294852	0.238	Transcribed sequences
1374924_at	BE098025	0.238	Transcribed sequences
1375370_at	BE119626	0.238	Transcribed sequences
1375935_at	AI008672	0.238	Similar to Fliih protein (LOC287375), mRNA
1387926_at	AB052846	0.238	sterol-C5-desaturase (fungal ERG3, delta-5-desaturase)-like
1388422_at	BI275904	0.238	Transcribed sequence with moderate similarity to protein ref:NP_060450.1 (H.sapiens)  hypothetical protein FLJ10044 [Homo sapiens]
1369641_at	BM392366	0.237	platelet-activating factor acetylhydrolase alpha 2 subunit (PAF-AH alpha 2)
1379666_at	BF417824	0.237	Transcribed sequences
1384943_at	AI137629	0.237	Similar to EURL protein homolog (LOC360692), mRNA
1389300_at	AI410415	0.236	Similar to RIKEN cDNA 4930404J24 (LOC365361), mRNA
1390405_at	AA942765	0.236	Transcribed sequences
1391145_at	BE112120	0.236	Transcribed sequences
1368086_a_at	D45252	0.235	2,3-oxidosqualene: lanosterol cyclase
1371794_at	BM391449	0.235	Similar to zinc finger protein 106 (LOC366171), mRNA
1371942_at	BM390378	0.235	Similar to Glutathione S-transferase, theta 3 (LOC361827), mRNA
1374304_at	AW526081	0.235	Similar to XRCC4 (LOC309995), mRNA
1374869_at	AA943361	0.235	Transcribed sequences
1377992_at	AI111775	0.235	UI-R-Y0-me-g-06-0-UI.s1 UI-R-Y0 Rattus norvegicus cDNA clone UI-R-Y0-me-g-06-0-UI 3', mRNA sequence.
1387757_at	NM_139189	0.235	liver regeneration p-53 related protein
1390587_x_at	AW525862	0.235	Transcribed sequence with weak  similarity to protein sp:P16415 (H.sapiens) ZF36_HUMAN Zinc finger protein ZFP-36
1393385_at	AI060208	0.235	Transcribed sequence with strong similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1385783_at	BF418697	0.234	Transcribed sequences
1390301_at	AW524414	0.234	Transcribed sequences
1374953_at	AI599484	0.233	Transcribed sequence with weak  similarity to protein pir:ROHU (H.sapiens) ROHU thiosulfate sulfurtransferase
1393374_at	BM389110	0.233	Transcribed sequences
1398433_at	BG378056	0.233	Transcribed sequences
1399081_at	AI712911	0.233	Similar to pellino protein (LOC305549), mRNA
1383577_at	AA859277	0.232	Transcribed sequences
1398473_at	BI290651	0.232	Similar to hypothetical protein MGC10120 (LOC293938), mRNA
1367882_at	NM_030995	0.231	microtubule-associated protein 1 A
1370454_at	AB003726	0.231	homer, neuronal immediate early gene, 1
1373448_at	AI413052	0.231	Similar to Acylphosphatase, organ-common type isozyme (Acylphosphate phosphohydrolase) (LOC299203), mRNA
1392807_at	AA875471	0.231	Similar to ligase III, DNA, ATP-dependent (LOC303369), mRNA
1393128_at	BI288424	0.231	Similar to RIKEN cDNA 2610029K21 (LOC295228), mRNA
1368081_at	NM_024396	0.23	ATP-binding cassette, sub-family A (ABC1), member 2
1371915_at	AW523679	0.23	Similar to poly(rC) binding protein 4 (LOC363133), mRNA
1382271_at	AA955815	0.23	Transcribed sequences
1383673_at	BI288925	0.23	Similar to Nap1l2 (LOC317247), mRNA
1393736_at	BE116820	0.23	Transcribed sequences
1372600_at	BI289613	0.229	UI-R-DK0-cfi-a-10-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cfi-a-10-0-UI 3', mRNA sequence.
1389955_at	BE104483	0.229	Transcribed sequences
1373811_at	AA942728	0.228	Similar to RAP1, GTP-GDP dissociation stimulator 1 (LOC310909), mRNA
1389411_at	AW435329	0.228	Transcribed sequences
1398387_at	AI009530	0.228	Unknown (protein for MGC:72614)
1370098_at	NM_053531	0.227	synaptobrevin-like 1
1375979_at	AA945734	0.227	Similar to putative phosphatase subunit (LOC362739), mRNA
1377352_at	BF410306	0.227	myelin oligodendrocyte glycoprotein
1389418_at	AI410452	0.227	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1390592_at	BM389412	0.227	UI-R-CN1-cjk-m-05-0-UI.s1 UI-R-CN1 Rattus norvegicus cDNA clone UI-R-CN1-cjk-m-05-0-UI 3', mRNA sequence.
1393659_at	BE109193	0.227	Similar to RIKEN cDNA A830091N21 (LOC310846), mRNA
1396821_at	AW523396	0.227	Transcribed sequences
1367667_at	NM_031840	0.226	farensyl diphosphate synthase
1372299_at	AI013919	0.226	cyclin-dependent kinase inhibitor 1C, p57
1377749_at	BE112621	0.226	Transcribed sequences
1378334_a_at	BF417289	0.226	Transcribed sequences
1388707_at	BF284919	0.226	EST449510 Rat Gene Index, normalized rat, Rattus norvegicus cDNA Rattus norvegicus cDNA clone RGIEX74 3' sequence, mRNA sequence.
1395602_at	BF413296	0.226	striatin
1367829_at	NM_078623	0.225	enoyl Coenzyme A hydratase, short chain 1
1367918_at	NM_031066	0.225	protein kinase C-binding protein Zeta1
1372307_at	BI275234	0.225	Transcribed sequences
1372697_at	AW254612	0.225	Similar to 28S ribosomal protein S15, mitochondrial precursor (MPR-S15) (DC37) (LOC298517), mRNA
1373537_at	BE113175	0.225	Transcribed sequences
1388450_at	BI279570	0.225	Ac1576 mRNA, complete cds
1374277_at	BI289615	0.224	Transcribed sequence with weak  similarity to protein pir:T31639 (C.elegans) T31639 hypothetical protein Y57A10A.q - Caenorhabditis elegans
1375861_at	BE111332	0.224	Transcribed sequence with weak  similarity to protein ref:NP_068798.1 (H.sapiens)  nucleosome assembly protein 1-like 2 [Homo sapiens]
1389367_at	AI409747	0.224	Similar to schwannomin interacting protein 1 (LOC295105), mRNA
1393055_at	BF525244	0.224	Similar to protein kinase C-like 2 (LOC295523), mRNA
1393397_at	AI576488	0.224	UI-R-G0-us-g-05-0-UI.s1 UI-R-G0 Rattus norvegicus cDNA clone UI-R-G0-us-g-05-0-UI 3', mRNA sequence.
1369986_at	NM_033349	0.223	hydroxyacyl glutathione hydrolase
1373485_at	BE101485	0.223	Transcribed sequence with strong similarity to protein ref:NP_079063.1 (H.sapiens)  hypothetical protein FLJ12526 [Homo sapiens]
1379903_at	AI059853	0.223	Transcribed sequences
1398542_at	BG381000	0.223	UI-R-CT0-bug-a-01-0-UI.s1 UI-R-CT0 Rattus norvegicus cDNA clone UI-R-CT0-bug-a-01-0-UI 3', mRNA sequence.
1372158_at	BI295768	0.222	LRP16 protein
1379388_at	BI296311	0.222	Similar to Sorting nexin 13 (RGS domain- and PHOX domain-containing protein) (RGS-PX1) (LOC362731), mRNA
1379476_at	AA963457	0.222	Similar to CG6540-PA (LOC295692), mRNA
1379894_at	AI501165	0.222	Similar to 3632451O06Rik protein (LOC361032), mRNA
1371550_at	AW533431	0.221	Similar to TSC-22-like (LOC360780), mRNA
1379526_at	BG374506	0.221	Transcribed sequences
1379853_at	AI058985	0.221	Transcribed sequence with moderate similarity to protein ref:NP_057210.1 (H.sapiens)  HSPCO34 protein [Homo sapiens]
1372813_at	AA858862	0.22	Transcribed sequence with strong similarity to protein ref:NP_115715.1 (H.sapiens)  hypothetical protein MGC14832 [Homo sapiens]
1376910_at	AW529672	0.22	Similar to 9630010P11Rik protein (LOC292820), mRNA
1389033_at	AW918775	0.22	Similar to RIKEN cDNA 2900010M23 (LOC361805), mRNA
1382884_at	AI009813	0.218	Transcribed sequences
1393396_at	AA964966	0.218	Transcribed sequences
1394464_at	AW528921	0.218	UI-R-BU0-amx-a-09-0-UI.s1 UI-R-BU0 Rattus norvegicus cDNA clone UI-R-BU0-amx-a-09-0-UI 3', mRNA sequence.
1398448_at	BE108346	0.218	Transcribed sequences
1373243_at	BG378288	0.217	Similar to RIKEN cDNA 1110011E12 (LOC310645), mRNA
1376094_at	AA925490	0.217	histidine triad nucleotide binding protein 4
1386973_a_at	NM_053777	0.217	mitogen activated protein kinase 8 interacting protein
1387455_a_at	NM_013155	0.217	very low density lipoprotein receptor
1388368_at	BM389891	0.217	Similar to endothelial-derived gene 1 (LOC305391), mRNA
1390805_at	BM390762	0.217	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1376318_at	BE113300	0.216	Transcribed sequences
1395430_at	BG375551	0.216	Transcribed sequences
1372318_at	AI235528	0.215	fatty acid elongase 2
1378890_at	BF408090	0.215	Transcribed sequences
1381017_at	AA925043	0.215	Transcribed sequence with weak  similarity to protein ref:NP_064526.1 (H.sapiens)  protein x 013 [Homo sapiens]
1386934_at	NM_017348	0.215	choline transporter
1390690_at	BF564881	0.215	Transcribed sequences
1390783_at	BG671264	0.215	Similar to ATP-binding cassette transporter sub-family A member 8a (LOC303638), mRNA
1394785_at	BE329290	0.215	Transcribed sequences
1368226_at	NM_133525	0.214	putative c-Myc-responsive
1370817_at	AB022714	0.214	signal peptidase 21kDa subunit
1372636_at	AI007924	0.214	Transcribed sequence with strong similarity to protein ref:NP_067012.1 (H.sapiens)  hypothetical protein FLJ10698 [Homo sapiens]
1381775_at	BF391321	0.214	Transcribed sequences
1388153_at	BI277523	0.214	fatty acid Coenzyme A ligase, long chain 2
1388339_at	BE112895	0.214	Similar to phosphoprotein enriched in astrocytes 15 (LOC364052), mRNA
1389529_at	AI409595	0.214	Transcribed sequences
1392940_at	BE095915	0.214	Transcribed sequences
1374883_at	BF392344	0.213	Similar to Myotubularin related protein 7 (LOC306490), mRNA
1392471_at	BI302750	0.213	guanine nucleotide binding protein 12
1367834_at	NM_053464	0.212	spermidine synthase
1375993_at	AW531919	0.212	Transcribed sequences
1378956_at	BF405977	0.212	Transcribed sequences
1370130_at	NM_057132	0.21	plysia ras-related homolog A2
1373088_at	BI295811	0.21	Hypothetical LOC291665 (LOC291665), mRNA
1383903_at	AW529294	0.21	Similar to sialyltransferase 8E isoform middle (LOC364901), mRNA
1386016_at	BF552305	0.21	Transcribed sequence with moderate similarity to protein ref:NP_057210.1 (H.sapiens)  HSPCO34 protein [Homo sapiens]
1388483_at	BI296011	0.21	Similar to cofilin (LOC366624), mRNA
1374629_at	AI713147	0.209	Similar to RIKEN cDNA 2210021A15 (LOC362575), mRNA
1382329_at	AW523888	0.208	UI-R-BO0-aie-b-09-0-UI.s1 UI-R-BO0 Rattus norvegicus cDNA clone UI-R-BO0-aie-b-09-0-UI 3', mRNA sequence.
1385453_at	AI145167	0.208	Similar to zinc finger protein 236 (LOC365235), mRNA
1389227_at	BG375902	0.208	Similar to GTPase (LOC308875), mRNA
1372941_at	BI273897	0.207	Similar to dJ310O13.3 (novel protein) (LOC296278), mRNA
1373756_at	BI298757	0.207	Similar to BM88 antigen (LOC368021), mRNA
1378555_at	BE107055	0.207	Similar to Leucine-rich repeat protein SHOC-2 (Ras-binding protein Sur-8) (LOC361588), mRNA
1382210_at	BE117392	0.207	UI-R-BS1-ayi-c-07-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-ayi-c-07-0-UI 3', mRNA sequence.
1385747_at	BF390682	0.207	Transcribed sequences
1372133_at	AA955287	0.206	Similar to Ras-related protein R-Ras2 (Ras-like protein TC21) (Teratocarcinoma oncogene) (LOC365355), mRNA
1376577_at	AI145247	0.206	Transcribed sequences
1391288_at	BF402388	0.206	UI-R-CA0-bhn-f-07-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-bhn-f-07-0-UI 3', mRNA sequence.
1368037_at	NM_019170	0.205	synonym: Cbr; Cbr 1; Rattus norvegicus carbonyl reductase 1 (Cbr1), mRNA.
1398524_at	BF402416	0.205	Transcribed sequences
1370994_at	BG381386	0.204	huntingtin interacting protein 1 related
1373486_at	BG375421	0.204	Similar to scotin (LOC360848), mRNA
1395781_at	BI300996	0.204	Transcribed sequences
1374708_at	BF408594	0.202	Similar to RIKEN cDNA 6430549H08 (LOC306618), mRNA
1377300_at	AW520764	0.202	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)
1389413_at	BI279325	0.202	Transcribed sequence with weak  similarity to protein pir:A35329 (H.sapiens) A35329 EVI2 protein precursor - human
1392444_at	AW531000	0.202	Similar to carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5; I-GlcNAc6ST (LOC307859), mRNA
1393050_at	BG664069	0.202	Strain Wistar Rap2a mRNA, 5' UTR
1369795_at	NM_053981	0.201	potassium inwardly-rectifying channel, subfamily J, member 12
1372981_at	BI294885	0.201	Similar to C21orf70 protein (LOC294333), mRNA
1375959_at	AI007970	0.201	Transcribed sequence with moderate similarity to protein pir:I60307 (E. coli) I60307 beta-galactosidase, alpha peptide - Escherichia coli
1397893_at	BI292474	0.201	UI-R-DO0-ciw-a-11-0-UI.s1 UI-R-DO0 Rattus norvegicus cDNA clone UI-R-DO0-ciw-a-11-0-UI 3', mRNA sequence.
1370476_at	AY083159	0.2	associated molecule with the SH3 domain of STAM
1371959_at	AI235236	0.2	Similar to Histone H2A.o (H2A/o) (H2A.2) (H2a-615) (LOC365877), mRNA
1374852_at	AI407613	0.2	LOC362592 (LOC362592), mRNA
1388913_at	AA893191	0.2	phosphatidic acid phosphatase type 2c
1391727_at	BG662710	0.2	Transcribed sequences
1368947_at	NM_024127	0.199	growth arrest and DNA-damage-inducible 45 alpha
1387147_at	NM_133536	0.199	RAB3C, member RAS oncogene family
1389609_at	BG378884	0.199	Similar to Transmembrane 7 superfamily protein member 3 precursor (LOC297725), mRNA
1390259_at	AI231279	0.199	Transcribed sequences
1390520_at	AI180165	0.199	Transcribed sequence with moderate similarity to protein ref:NP_005485.1 (H.sapiens)  similar to MRJ gene for a member of the DNAJ protein family
1391169_at	BE120139	0.199	Transcribed sequence with strong similarity to protein ref:NP_115632.1 (H.sapiens)  hypothetical protein DKFZp434K2435 [Homo sapiens]
1372953_at	AI101330	0.198	Similar to neurocalcin delta (LOC366916), mRNA
1378069_at	BF411777	0.198	protein kinase C-like 1
1391434_at	BF389910	0.198	Similar to FKSG24 (LOC290645), mRNA
1370440_at	AB000280	0.197	peptide/histidine transporter
1370571_at	AF239219	0.197	solute carrier family 21 (organic anion transporter), member 11
1371481_at	BI274372	0.197	Similar to POLYPOSIS LOCUS PROTEIN 1 HOMOLOG (TB2 PROTEIN HOMOLOG) (GP106) (LOC364838), mRNA
1372832_at	BI278868	0.197	epimorphin
1373510_at	BF281373	0.197	vesicle-associated membrane protein 1
1374087_at	AI411088	0.197	Transcribed sequence with moderate similarity to protein pir:T17245 (H.sapiens) T17245 hypothetical protein DKFZp586J0917.1 - human
1382186_a_at	AI136314	0.197	Similar to RIKEN cDNA 2610029K21 (LOC295228), mRNA
1390302_at	BF413182	0.197	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1371765_at	AA850895	0.196	Similar to Histone H2A.1 (LOC303177), mRNA
1385038_at	BF390009	0.196	Transcribed sequences
1389112_at	AI011720	0.196	Similar to Nkd (LOC364952), mRNA
1373630_at	BG378832	0.195	Similar to intermediate filament-like protein MGC:2625 isoform 2; HOM-TES-103 tumor antigen-like (LOC362437), mRNA
1370544_at	AF335571	0.194	echinoderm microtubule associated protein like 2
1372478_at	AI137605	0.194	UI-R-C0-ho-g-12-0-UI.s1 UI-R-C0 Rattus norvegicus cDNA clone UI-R-C0-ho-g-12-0-UI 3', mRNA sequence.
1379396_at	AI101913	0.194	Similar to hypothetical protein (LOC361251), mRNA
1382434_at	AI059015	0.194	ectonucleoside triphosphate diphosphohydrolase 5
1382458_at	BF411815	0.194	Transcribed sequence with weak  similarity to protein sp:Q9Y6W5 (H.sapiens) WAS2_HUMAN Wiskott-Aldrich syndrome protein family member 2
1396561_x_at	BF409296	0.194	Similar to Pig-a precursor (LOC363464), mRNA
1397417_at	BG671626	0.194	Transcribed sequence with weak  similarity to protein sp:Q92558 (H.sapiens) WAS1_HUMAN Wiskott-Aldrich syndrome protein family member 1
1367523_at	AI409145	0.193	Similar to hypothetical protein, 2-6 (LOC292074), mRNA
1372278_at	BF404480	0.193	Hypothetical LOC298505 (LOC298505), mRNA
1393989_at	BE103116	0.193	UI-R-BX0-are-f-05-0-UI.s1 UI-R-BX0 Rattus norvegicus cDNA clone UI-R-BX0-are-f-05-0-UI 3', mRNA sequence.
1373736_at	AI178446	0.192	Transcribed sequences
1374220_at	AI599176	0.192	Transcribed sequences
1392541_at	AW919608	0.192	Similar to RIKEN cDNA A030007L17; EST AA673177 (LOC362370), mRNA
1398360_at	AI009805	0.192	Transcribed sequence with strong similarity to protein ref:NP_073732.1 (H.sapiens)  elongation of very long chain fatty acids
1370928_at	BI284739	0.191	Estrogen-responsive uterine mRNA, partial sequence
1377830_a_at	BF281728	0.191	Similar to RIKEN cDNA 1810014F10 gene (LOC293587), mRNA
1383173_at	BI281630	0.191	UI-R-CT0s-cau-f-05-0-UI.s1 UI-R-CT0s Rattus norvegicus cDNA clone UI-R-CT0s-cau-f-05-0-UI 3', mRNA sequence.
1370341_at	AF019973	0.19	enolase 2, gamma
1370939_at	BI277523	0.19	fatty acid Coenzyme A ligase, long chain 2
1371933_at	AI228039	0.19	myomegalin
1373045_at	AI235230	0.19	PDIP1
1383097_at	BG668881	0.19	Similar to RIKEN cDNA 2010012O05 (LOC294012), mRNA
1373335_at	BE349808	0.189	Transcribed sequences
1368878_at	NM_053539	0.188	isopentenyl-diphosphate delta isomerase
1380898_at	BF418099	0.188	Transcribed sequences
1384807_at	AW530736	0.188	Transcribed sequences
1398166_at	BF401600	0.188	Transcribed sequences
1398375_at	BM392144	0.187	Similar to Retinoblastoma-binding protein 2 (RBBP-2) (LOC312678), mRNA
1375303_at	BI294983	0.186	Transcribed sequence with weak  similarity to protein ref:NP_006448.1 (H.sapiens)  LIM protein
1379263_at	AW251362	0.186	Similar to fukutin-related protein (LOC308390), mRNA
1390101_at	AI170609	0.186	Similar to hypothetical protein MGC31967 (LOC313496), mRNA
1372072_at	BI282268	0.185	Similar to RIKEN cDNA 3110052N05 (LOC361351), mRNA
1376204_at	AW531412	0.185	Transcribed sequences
1384703_at	AI228602	0.185	Transcribed sequences
1393494_at	AA866419	0.185	platelet derived growth factor, alpha
1387961_at	M88709	0.184	opioid-binding protein/cell adhesion molecule-like
1391700_at	BI294908	0.184	Transcribed sequences
1372656_at	BI282899	0.183	Similar to Sorting nexin 15 (LOC293691), mRNA
1373683_at	AI230396	0.183	fyn proto-oncogene
1374293_at	AI137495	0.183	Transcribed sequence with strong similarity to protein sp:Q93077 (H.sapiens) H2AL_HUMAN Histone H2A.l
1376248_at	BM390571	0.183	Similar to cytosolic sulfotransferase (LOC292915), mRNA
1383218_at	BF286009	0.183	LOC361928 (LOC361928), mRNA
1389187_at	BI286421	0.183	Similar to RIKEN cDNA 1700088E04; DNA segment, Human EST J0827E04; Mus EST J0827E04; DNA segment, EST J0827E04 (LOC315126), mRNA
1382220_at	AI180454	0.182	Similar to IGF-II mRNA-binding protein 2 (LOC303824), mRNA
1387971_a_at	AF092450	0.182	mitogen activated protein kinase 8 interacting protein
1372001_at	BF554893	0.181	Similar to Hypothetical protein CGI-128 homolog (LOC291818), mRNA
1373098_at	BF394321	0.181	band 83
1376224_at	BE106971	0.181	Transcribed sequences
1378194_a_at	BG671338	0.181	Transcribed sequence with strong similarity to protein ref:NP_055776.1 (H.sapiens)  KIAA0871 protein [Homo sapiens]
1370311_at	U05821	0.18	translation initiation factor eIF-2B alpha-subunit
1373375_at	BI275835	0.18	Similar to KIAA1091 protein (LOC308942), mRNA
1373959_at	AI411788	0.18	Similar to alpha isoform of regulatory subunit A, protein phosphatase 2; serine/threonine protein phosphatase A subunit type 2A; protein phosphatase PP2A (LOC315648), mRNA
1391898_at	AW524135	0.18	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1395775_at	BF391800	0.18	Transcribed sequences
1371711_at	AA800689	0.179	Transcribed sequences
1388512_at	BM391512	0.179	Similar to rod cGMP phosphodiesterase delta subunit (LOC363272), mRNA
1388615_at	AI410112	0.178	Ras-related protein RAP-1A
1388708_at	AI236927	0.178	Similar to KIAA1623 protein (LOC306340), mRNA
1390114_at	BM384017	0.178	Similar to myelin protein zero-like 1; protein zero related (LOC360871), mRNA
1394082_at	BG662631	0.178	Similar to 26S proteasome-associated pad1 homolog (LOC295644), mRNA
1397338_at	AI137999	0.178	UI-R-C2p-oi-b-10-0-UI.s1 UI-R-C2p Rattus norvegicus cDNA clone UI-R-C2p-oi-b-10-0-UI 3', mRNA sequence.
1368111_at	NM_134403	0.177	Cca3 protein
1370181_at	BF281403	0.177	RAB4A, member RAS oncogene family
1387771_a_at	AF155236	0.177	protein kinase, mitogen activated 3 (extracellular-signal-regulated kinase 1, ERK1)
1386882_at	NM_031318	0.176	t-complex testis expressed 1
1386979_at	NM_133395	0.176	developmentally regulated protein TPO1
1392986_at	AI227920	0.176	striatin
1368810_a_at	NM_017026	0.175	myelin basic protein
1374747_at	BM384279	0.175	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1388480_at	AI412863	0.175	Similar to Glycolipid transfer protein (LOC288707), mRNA
1368055_a_at	BI282866	0.174	lamin A
1372149_at	BM389502	0.174	Similar to Auh protein (LOC361215), mRNA
1379932_at	BG378827	0.174	putative chloride channel (similar to Mm Clcn4-2)
1390606_at	BI289052	0.174	Similar to hedgehog-interacting protein (LOC291936), mRNA
1399035_at	BE097233	0.174	Similar to RIKEN cDNA 5031409G22 (LOC300088), mRNA
1373777_at	BF391820	0.173	Transcribed sequences
1383574_at	AI502956	0.173	Similar to Man9-mannosidase (LOC294567), mRNA
1367726_at	NM_031134	0.172	thyroid hormone receptor alpha
1374039_at	BI289989	0.172	Similar to CA XIV (LOC361998), mRNA
1391680_at	BF410646	0.172	Transcribed sequences
1385570_at	AI717105	0.171	Similar to hypothetical protein FLJ31166 (LOC362679), mRNA
1396388_at	AW522161	0.171	UI-R-BO0-agm-b-12-0-UI.s1 UI-R-BO0 Rattus norvegicus cDNA clone UI-R-BO0-agm-b-12-0-UI 3', mRNA sequence.
1368882_at	NM_019123	0.17	sialyltransferase 7c
1387505_at	NM_013145	0.17	guanine nucleotide binding protein, alpha inhibiting 1
1389680_at	BI291626	0.17	Similar to RNA polymerase II elongation factor ELL2 (LOC309918), mRNA
1371984_at	AI598442	0.169	Transcribed sequence with weak  similarity to protein ref:NP_006448.1 (H.sapiens)  LIM protein
1377644_at	BF284809	0.169	Similar to RIKEN cDNA 4921524J17 (LOC291925), mRNA
1368166_at	NM_031711	0.168	ADP-ribosylation-like 2
1368907_at	NM_031726	0.168	secretory carrier membrane protein 5
1389401_at	BI294956	0.168	Transcribed sequences
1372367_at	BF414035	0.167	Transcribed sequences
1372805_at	BE328984	0.167	LOC363015 (LOC363015), mRNA
1381249_at	BF390089	0.167	Transcribed sequences
1383700_at	AA965075	0.167	Similar to D15Wsu75e protein (LOC315160), mRNA
1385578_at	AI511324	0.167	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1385692_at	BI294864	0.167	Similar to hypothetical protein E130304D01 (LOC305309), mRNA
1395519_at	BG670960	0.167	Similar to B230212L03Rik protein (LOC297109), mRNA
1397215_at	BF393080	0.167	UI-R-CA0-bgu-c-06-0-UI.s1 UI-R-CA0 Rattus norvegicus cDNA clone UI-R-CA0-bgu-c-06-0-UI 3', mRNA sequence.
1370057_at	NM_017148	0.166	cysteine and glycine-rich protein 1
1374494_at	AI137375	0.166	Similar to testis-specific chromodomain Y-like protein (LOC361237), mRNA
1374939_at	BE112927	0.166	Similar to p53 inducible protein (LOC303073), mRNA
1390117_at	BG372455	0.166	Transcribed sequences
1390597_at	BF419818	0.166	Transcribed sequences
1372488_at	BM386249	0.165	Similar to Expressed sequence AI316785 (LOC291309), mRNA
1383328_x_at	AI576297	0.165	Transcribed sequence with moderate similarity to protein pir:JC5193 (H.sapiens) JC5193 nuclear protein H731 - human
1385950_at	AI454926	0.165	Transcribed sequences
1387984_at	AF253065	0.165	chemokine-like factor 1
1389654_at	BM392070	0.165	cytosolic leucine-rich protein
1373447_at	BF281350	0.164	Similar to HN1-like protein (LOC360492), mRNA
1383216_at	BM390667	0.164	Transcribed sequences
1373908_at	AI407002	0.163	EST235290 Normalized rat ovary, Bento Soares Rattus sp. cDNA clone ROVDV15 3' end, mRNA sequence.
1388659_at	BI295783	0.163	Transcribed sequences
1372612_at	BG372973	0.162	dynein light chain-2
1373177_x_at	AI409900	0.162	Transcribed sequence
1379405_at	AI235642	0.161	Transcribed sequences
1382447_at	AI170441	0.161	Transcribed sequences
1389050_at	AI170797	0.161	membrane protein, palmitoylated 3 (MAGUK p55 subfamily member 3)
1392670_at	BF291168	0.161	Transcribed sequences
1369044_a_at	AF202733	0.16	phosphodiesterase 4B
1373615_at	BM391538	0.16	Similar to frezzled (LOC295691), mRNA
1377297_at	BE118384	0.16	Similar to HSPC182 protein (LOC298681), mRNA
1380338_at	BF562910	0.16	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1389003_at	BI282008	0.16	Transcribed sequences
1370427_at	L06238	0.159	platelet derived growth factor, alpha
1389145_at	D86683	0.159	D86683 Rat 21 day old female ovary mRNA PMSG 3h Rattus norvegicus cDNA, mRNA sequence.
1376384_at	BE111118	0.158	Similar to dual-specificity phosphatase SKRP1 (LOC311151), mRNA
1376630_at	AI599509	0.158	Similar to RIKEN cDNA A530046H20 (LOC308701), mRNA
1384927_at	AI230430	0.157	EST227125 Normalized rat embryo, Bento Soares Rattus sp. cDNA clone REMCW42 3' end, mRNA sequence.
1367725_at	NM_022602	0.156	serine threonine kinase pim3
1380941_at	AI501031	0.156	Transcribed sequences
1389313_at	AI137972	0.156	Transcribed sequences
1391764_at	BE119571	0.156	Transcribed sequences
1369103_at	NM_012755	0.155	fyn proto-oncogene
1387805_at	NM_053420	0.155	BCL2/adenovirus E1B 19 kDa-interacting protein 3,  nuclear gene for mitochondrial product
1389473_at	BG374248	0.155	Similar to RGR opsin (LOC306307), mRNA
1389656_at	AA851945	0.155	EST194714 Normalized rat spleen, Bento Soares Rattus sp. cDNA clone RSPAO66 3' end, mRNA sequence.
1393273_at	AW533027	0.155	Transcribed sequence with moderate similarity to protein pir:S12207 (M.musculus) S12207 hypothetical protein
1373912_at	AI170859	0.154	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1375767_at	BI287681	0.154	Similar to common-site lymphoma leukemia guanine nucleotide exchange factor like (5N754) (LOC314249), mRNA
1375972_at	AA851327	0.154	Similar to membrane protein expressed in epithelial-like lung adenocarcinoma (LOC303317), mRNA
1376345_at	BG381734	0.153	calcyon; D1 dopamine receptor-interacting protein
