GenBank gi	Locus	Fold	Gene Name and/or Information
1389153_at	BI296087	0.475	hypothetical RNA binding protein RDA288
1393369_at	BI300502	0.475	Similar to RIKEN cDNA 4921511I16 (LOC306455), mRNA
1398608_at	BG371578	0.475	Similar to hypothetical gene supported by BC007071 (LOC289150), mRNA
1374633_at	BF284700	0.474	Transcribed sequences
1374743_at	BE115056	0.474	Transcribed sequence with moderate similarity to protein ref:NP_031730.1 (M.musculus)  channel-interacting PDZ domain protein [Mus musculus]
1375346_at	BI290002	0.474	Transcribed sequence with weak  similarity to protein ref:NP_061894.1 (H.sapiens)  hypothetical protein FLJ20010 [Homo sapiens]
1375676_at	AA956897	0.474	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1373397_at	AI180161	0.472	microtubule-associated protein, RP/EB family, member 1
1379500_at	AA860044	0.472	Transcribed sequence with weak  similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1390891_at	BE116384	0.472	kinesin-like 1
1376039_at	AA996882	0.471	serine/threonine kinase 6
1393550_at	BF564195	0.471	Transcribed sequence with weak  similarity to protein ref:NP_005798.1 (H.sapiens)  proteoglycan 4; megakaryocyte stimulating factor; proteoglycan 4,
1367820_at	NM_053631	0.47	Breakpoint cluster region protein, uterine leiomyoma, 1; barrier to autointegration factor
1392618_at	BG379597	0.47	Transcribed sequence with weak  similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1369063_at	NM_012903	0.469	acidic nuclear phosphoprotein 32 family, member A
1372034_at	BF284106	0.469	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1373846_at	BF408064	0.469	Similar to RIKEN cDNA 5730434I03 gene (LOC305284), mRNA
1375956_at	AI104569	0.469	menage a trois 1
1371131_a_at	U30789	0.468	upregulated by 1,25-dihydroxyvitamin D-3
1382776_at	AI716936	0.468	Transcribed sequence with weak  similarity to protein ref:NP_502091.1 (C.elegans)  C08F8.4.p [Caenorhabditis elegans]
1383328_x_at	AI576297	0.468	Transcribed sequence with moderate similarity to protein pir:JC5193 (H.sapiens) JC5193 nuclear protein H731 - human
1384387_at	BE110061	0.468	Transcribed sequences
1391898_at	AW524135	0.468	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1398590_at	AA965286	0.468	UI-R-C0-hd-d-10-0-UI.s1 UI-R-C0 Rattus norvegicus cDNA clone UI-R-C0-hd-d-10-0-UI 3', mRNA sequence.
1382275_at	AI236989	0.467	Transcribed sequence with moderate similarity to protein ref:NP_060376.1 (H.sapiens)  hypothetical protein FLJ20624 [Homo sapiens]
1388772_at	AI177016	0.467	Similar to U6 snRNA-associated Sm-like protein LSm8 (LOC296913), mRNA
1368296_at	AF169410	0.466	solute carrier family 21 (organic anion transporter), member 9
1371735_at	AI105202	0.466	Transcribed sequences
1371779_at	AI408852	0.466	Similar to sorting nexin 6 (LOC362738), mRNA
1391145_at	BE112120	0.466	Transcribed sequences
1383912_at	BM390524	0.465	Similar to headcase homolog; hHDC for homolog of Drosophila headcase (LOC308624), mRNA
1387968_at	L22022	0.465	orphan transporter v7-3
1398848_at	BG377057	0.465	Transcribed sequence with weak  similarity to protein sp:P50502 (H.sapiens) ST13_HUMAN Hsc70-interacting protein
1370340_x_at	BI295970	0.464	tropomyosin isoform 6
1373777_at	BF391820	0.464	Transcribed sequences
1381243_at	BE102374	0.464	Transcribed sequences
1394785_at	BE329290	0.464	Transcribed sequences
1368799_at	NM_022274	0.462	baculoviral IAP repeat-containing 5 (survivin)
1373421_at	BM392224	0.462	Similar to oriLyt TD-element binding protein 7 (LOC366994), mRNA
1376231_at	BF389244	0.462	Transcribed sequence with strong similarity to protein ref:NP_066545.1 (H.sapiens)  KIAA0186 gene product [Homo sapiens]
1384762_at	BE103873	0.462	UI-R-BX0-arh-h-02-0-UI.s1 UI-R-BX0 Rattus norvegicus cDNA clone UI-R-BX0-arh-h-02-0-UI 3', mRNA sequence.
1370265_at	BF285345	0.461	arrestin, beta 2
1386059_at	BF284475	0.461	Transcribed sequences
1386985_at	M28241	0.461	glutathione S-transferase, mu 1
1387857_at	AI406531	0.461	syntaxin 7
1388598_at	BI281230	0.461	Similar to death effector filament-forming Ced-4-like apoptosis protein isoform 2; caspase recruitment domain protein 7; NAC-alpha/beta/gamma/delta (LOC360556), mRNA
1389011_at	BG374333	0.461	Similar to RIKEN cDNA 1110014D18 (LOC299957), mRNA
1389202_at	AA944520	0.461	Similar to CG18437-PA (LOC316460), mRNA
1370699_a_at	AF187818	0.46	epidermal growth factor receptor
1373262_at	AI102745	0.46	Transcribed sequences
1377102_at	BI288335	0.46	Transcribed sequences
1387074_at	AY043246	0.46	regulator of G-protein signaling protein 2
1389355_at	BF285187	0.46	RM5 mRNA for ler5, partial sequence
1371932_at	AI232287	0.459	Similar to hypothetical protein FLJ38482 (LOC361137), mRNA
1373035_at	AI031032	0.459	UI-R-C0-jp-b-12-0-UI.s1 UI-R-C0 Rattus norvegicus cDNA clone UI-R-C0-jp-b-12-0-UI 3', mRNA sequence.
1398706_at	BI294633	0.459	UI-R-DK0-cem-h-10-0-UI.s1 UI-R-DK0 Rattus norvegicus cDNA clone UI-R-DK0-cem-h-10-0-UI 3', mRNA sequence.
1371970_at	AA799328	0.458	Transcribed sequence with weak  similarity to protein ref:NP_071357.1 (H.sapiens)  hypothetical protein FLJ22794; KIAA1895 protein [Homo sapiens]
1372365_at	BM392293	0.458	Transcribed sequences
1372764_at	BI276261	0.458	Similar to density-regulated protein (LOC360806), mRNA
1373903_at	AI011920	0.458	Transcribed sequences
1379313_at	BE108519	0.458	Transcribed sequences
1382534_at	BF284898	0.458	Transcribed sequence with weak  similarity to protein ref:NP_570953.1 (M.musculus)  CAMP [Mus musculus]
1384981_at	BM384254	0.458	CD6 antigen
1367734_at	NM_012498	0.457	synonyms: Alr, ALDRED, Akr1b1, Akr1b3, ALR-P-I; RATALDRED; aldo-keto reductase family 1 member B1; aldo-keto reductase family 1 member B1 (aldose reductase); aldo-keto reductase family 1, member B1 (aldose reductase); Rattus norvegicus Aldehyde reductase
1368032_at	BI290791	0.457	nucleolar phosphoprotein p130
1372404_at	AI010476	0.457	Similar to EN-7 protein (LOC366957), mRNA
1372726_at	AI176792	0.457	Similar to germinal histone H4 gene (LOC306963), mRNA
1377676_at	AI599187	0.457	nuclear ubiquitous casein kinase 2
1377759_at	BG666928	0.457	Transcribed sequence with weak  similarity to protein pir:S12207 (M.musculus) S12207 hypothetical protein
1387871_at	BM389673	0.457	cofilin 1
1395532_at	AI137456	0.457	Similar to zinc finger protein 106 (LOC366171), mRNA
1388484_at	BI296084	0.456	Similar to ubiquitin-conjugating enzyme E2C; DNA segment, Chr 2, ERATO Doi 695, expressed (LOC296368), mRNA
1390529_at	AI412355	0.456	Similar to CD83 antigen (LOC361226), mRNA
1372332_at	AI170687	0.455	Transcribed sequences
1379832_at	BF544977	0.455	Similar to RIKEN cDNA 2610028L19 (LOC364834), mRNA
1389440_at	AI178476	0.455	Transcribed sequences
1385921_at	BF550329	0.454	Similar to Ierepo4-pending protein (LOC304839), mRNA
1373982_at	BM385377	0.453	UI-R-CN1-clv-o-10-0-UI.s1 UI-R-CN1 Rattus norvegicus cDNA clone UI-R-CN1-clv-o-10-0-UI 3', mRNA sequence.
1374137_at	AA818055	0.453	E74-like factor 1 (ets domain transcription factor)
1382283_at	BF283711	0.453	Wiskott-Aldrich syndrome protein interacting protein
1391415_at	AI043694	0.453	putatative 28 kDa protein
1391466_at	AI170347	0.453	EST216273 Normalized rat lung, Bento Soares Rattus sp. cDNA clone RLUCH21 3' end, mRNA sequence.
1385214_at	BF391513	0.452	Similar to RNA helicase (LOC317335), mRNA
1388663_at	AI100783	0.452	EST210072 Normalized rat brain, Bento Soares Rattus sp. cDNA clone RBRBA24 3' end, mRNA sequence.
1372214_at	AI104277	0.451	Similar to ganglioside-induced differentiation associated protein 3 (LOC296995), mRNA
1383071_at	BG667380	0.451	myotrophin
1385208_at	BF391430	0.451	Similar to RIKEN cDNA 2310057M21 (LOC309029), mRNA
1389742_at	AW520758	0.451	Transcribed sequences
1393652_at	BF398438	0.451	UI-R-BS2-beo-h-03-0-UI.s1 UI-R-BS2 Rattus norvegicus cDNA clone UI-R-BS2-beo-h-03-0-UI 3', mRNA sequence.
1368134_a_at	NM_133380	0.45	interleukin 4 receptor
1370290_at	BI285440	0.45	tubulin, beta 5
1372801_at	AI171256	0.45	Similar to RIKEN cDNA 2310003A05 (LOC361323), mRNA
1373666_at	AI102560	0.45	Guanine nucleotide exchange factor (Mrgef) mRNA, complete cds
1389371_at	AI104077	0.45	Transcribed sequence with moderate similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1397164_at	AI175779	0.45	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1370381_at	BF409210	0.449	proline rich 2
1390159_at	AA819332	0.449	Similar to RAS guanyl releasing protein 3 (calcium and DAG-regulated); guanine nucleotide exchange factor for Rap1 (LOC313874), mRNA
1373025_at	AI411618	0.448	Similar to C1q C chain (LOC362634), mRNA
1374401_at	AI549249	0.448	Similar to sorting nexin 2 (LOC291464), mRNA
1374128_at	BI278569	0.447	Transcribed sequence with strong similarity to protein pir:T34556 (H.sapiens) T34556 hypothetical protein DKFZp434N0735.1 - human
1389425_at	AI408674	0.447	Similar to 5(3)-deoxyribonucleotidase (LOC363706), mRNA
1390434_at	BM386846	0.447	TNFRSF1A-associated via death domain
1383684_at	BI288761	0.446	Similar to ASF1 anti-silencing function 1 homolog B (LOC304648), mRNA
1393008_at	BI290317	0.446	cyclic AMP phosphoprotein, 19 kDa
1373612_at	BM391810	0.445	Transcribed sequences
1384231_at	BE108276	0.445	UI-R-BS1-ayx-d-07-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-ayx-d-07-0-UI 3', mRNA sequence.
1395654_at	BI278299	0.445	Transcribed sequences
1373761_at	AI176129	0.444	EST219709 Normalized rat ovary, Bento Soares Rattus sp. cDNA clone ROVBL08 3' end, mRNA sequence.
1382874_at	BI289407	0.444	Transcribed sequences
1386065_at	AI169118	0.444	Transcribed sequences
1391330_at	BE119385	0.444	Similar to axonemal dynein heavy chain 7 (LOC306232), mRNA
1370141_at	NM_021846	0.443	myeloid cell leukemia sequence 1
1375336_at	AI237389	0.443	Similar to heat shock protein 84 - mouse (LOC301252), mRNA
1376282_at	BM392087	0.443	Transcribed sequences
1377596_a_at	AI008698	0.443	Similar to TRAP/Mediator complex component TRAP25 (LOC299905), mRNA
1398602_at	AW143296	0.443	Transcribed sequence with moderate similarity to protein sp:Q13257 (H.sapiens) MD21_HUMAN Mitotic spindle assembly checkpoint protein MAD2A
1370948_a_at	BE111706	0.442	Rat mRNA
1373955_at	BI280339	0.442	Similar to karyopherin beta 3; Ran_GTP binding protein 5; importin beta-3 subunit (LOC306182), mRNA
1389135_at	AW140637	0.442	Transcribed sequence with moderate similarity to protein ref:NP_062831.1 (H.sapiens)  CTP synthase II; CTP synthetase type 2 [Homo sapiens]
1391802_at	BE107950	0.442	Transcribed sequences
1394509_at	BE114001	0.442	Similar to RIKEN cDNA 2900006B13 (LOC363590), mRNA
1370844_at	BM387425	0.441	ribonucleoprotein F
1379356_at	AI574991	0.441	Transcribed sequences
1382680_at	BG673602	0.441	adipose differentiation-related protein
1387808_at	AF200684	0.441	solute carrier family 7 (cationic amino acid transporter, y+system), member 7
1391978_at	AW531885	0.441	Transcribed sequences
1395349_at	BF561061	0.441	Transcribed sequences
1397892_at	BI301150	0.441	Similar to eIF-1A (LOC317163), mRNA
1398819_at	NM_022934	0.441	DnaJ-like protein
1368885_at	AI009808	0.44	ectonucleoside triphosphate diphosphohydrolase 1
1371782_at	BF283798	0.44	Similar to NIPSNAP-related protein (LOC313211), mRNA
1374165_at	AA818264	0.44	Similar to Ca2+-promoted Ras inactivator; GTPase activating protein-like; calcium-promoted Ras inactivator (LOC288589), mRNA
1374903_at	AI234819	0.44	I-branching beta-1,6-acetylglucosaminyltransferase
1382379_at	AW529177	0.44	ring finger protein 138
1389066_at	BI274408	0.44	Transcribed sequences
1392964_at	BF559822	0.44	Similar to KIAA0794 protein (LOC303878), mRNA
1372001_at	BF554893	0.439	Similar to Hypothetical protein CGI-128 homolog (LOC291818), mRNA
1384124_at	AW534915	0.439	Transcribed sequences
1385070_at	BE111420	0.439	Transcribed sequences
1385592_at	BI289386	0.439	Similar to BCL-6 corepressor isoform a (LOC317346), mRNA
1392655_at	AA997266	0.439	Similar to Nuclear autoantigen Sp-100 (Speckled 100 kDa) (Nuclear dot-associated Sp100 protein) (LOC363269), mRNA
1370118_at	NM_057151	0.438	small inducible cytokine subfamily A (Cys-Cys), member 17
1380303_at	BF398611	0.438	UI-R-BS2-beq-h-01-0-UI.s1 UI-R-BS2 Rattus norvegicus cDNA clone UI-R-BS2-beq-h-01-0-UI 3', mRNA sequence.
1376766_at	BF416786	0.437	Similar to formin-like protein (LOC287746), mRNA
1377961_at	AI072467	0.437	Similar to AT motif-binding factor (LOC307829), mRNA
1385243_at	AI180340	0.437	Transcribed sequences
1368385_a_at	X62853	0.436	growth factor receptor bound protein 2
1382463_at	AI175104	0.436	Transcribed sequences
1368488_at	NM_053727	0.435	nuclear factor, interleukin 3, regulated
1369971_a_at	AB046616	0.435	RNA binding protein p45AUF1
1370442_at	U25684	0.435	thymosin beta-like protein
1381208_at	BE104595	0.434	Similar to Histone H2A.1 (LOC303177), mRNA
1388352_at	BI296716	0.434	Similar to N-acetyltransferase 5 (LOC362228), mRNA
1398246_s_at	NM_053843	0.434	Fc receptor, IgG, low affinity III
1373167_at	BI295165	0.433	Transcribed sequences
1374785_at	BG380471	0.433	UI-R-CT0-btx-f-08-0-UI.s1 UI-R-CT0 Rattus norvegicus cDNA clone UI-R-CT0-btx-f-08-0-UI 3', mRNA sequence.
1392906_at	AW528860	0.433	Similar to Ubiquitin-like protein GDX (Ubiquitin-like protein 4) (LOC293864), mRNA
1373961_at	AI170410	0.432	Similar to 4930453N24Rik protein (LOC304176), mRNA
1374868_at	AW535434	0.432	Transcribed sequences
1384772_at	BF400907	0.432	Similar to cAMP-dependent protein kinase, beta-2-catalytic subunit (PKA C-beta-2) (LOC310986), mRNA
1389777_at	BF403405	0.432	Similar to RIKEN cDNA 2610028I09 (LOC317431), mRNA
1391194_at	BG377337	0.432	Transcribed sequences
1368131_at	NM_031808	0.431	calpain 6
1389858_at	BM389006	0.431	UI-R-DZ0-ckn-n-10-0-UI.s1 UI-R-DZ0 Rattus norvegicus cDNA clone UI-R-DZ0-ckn-n-10-0-UI 3', mRNA sequence.
1394419_at	BE109109	0.431	Similar to RIKEN cDNA 6530401L14 gene (LOC296060), mRNA
1398308_at	BM383451	0.431	Similar to replication protein A3 (LOC296883), mRNA
1390124_at	AA801136	0.43	Similar to hypothetical protein FLJ38426 (LOC311316), mRNA
1379261_at	BE111490	0.429	Similar to RIKEN cDNA 1110001A07 (LOC287598), mRNA
1393982_at	AI070935	0.429	Similar to DNA POLYMERASE EPSILON SUBUNIT B (DNA POLYMERASE II SUBUNIT B) (LOC299112), mRNA
1394029_at	BF283049	0.429	Transcribed sequence with weak  similarity to protein ref:NP_497897.1 (C.elegans)  RNA binding protein [Caenorhabditis elegans]
1368006_at	NM_053538	0.428	lysosomal-associated protein transmembrane 5
1380531_at	AI102178	0.428	Similar to hypothetical protein FLJ35613 (LOC300908), mRNA
1368511_at	NM_133303	0.427	basic helix-loop-helix domain containing, class B3
1377832_at	BE109322	0.427	Similar to serine/threonine kinase 18, isoform sak-a (LOC310344), mRNA
1378198_at	BG372528	0.427	Transcribed sequence with moderate similarity to protein ref:NP_002538.1 (H.sapiens)  oligophrenin 1, Rho-GTPase acivating protein [Homo sapiens]
1378640_at	BE098732	0.427	Transcribed sequences
1380619_at	AI177390	0.427	Similar to RIKEN cDNA 3110001I22 (LOC361116), mRNA
1375028_at	AI409635	0.425	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1376795_at	AW916092	0.425	Similar to B cell phosphoinositide 3-kinase adaptor (LOC294048), mRNA
1383519_at	BI294137	0.425	hexokinase 2
1389123_at	BE095824	0.425	Similar to Small inducible cytokine A6 precursor (CCL6) (C10 protein) (LOC287910), mRNA
1391284_at	BE099274	0.425	Similar to KIAA0456 protein (LOC360840), mRNA
1379526_at	BG374506	0.424	Transcribed sequences
1384068_at	BI295150	0.423	Similar to cytoskeleton associated protein 2; tumor-associated microtubule-associated protein (LOC306575), mRNA
1384294_at	BF414285	0.423	Transcribed sequences
1398693_at	BF289500	0.423	Transcribed sequences
1370973_at	BF285019	0.422	sodium channel, voltage-gated, type 6, alpha polypeptide
1373785_at	AA848738	0.422	Transcribed sequence with weak  similarity to protein ref:NP_036400.1 (H.sapiens)  similar to vaccinia virus HindIII K4L ORF [Homo sapiens]
1377169_at	BI273710	0.422	UI-R-CW0-bvy-b-09-0-UI.s1 UI-R-CW0 Rattus norvegicus cDNA clone UI-R-CW0-bvy-b-09-0-UI 3', mRNA sequence.
1387499_a_at	NM_022247	0.422	phosducin-like protein
1377967_at	AI112987	0.421	Similar to CDT1 protein (LOC292071), mRNA
1378467_at	AA851361	0.421	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1387165_at	NM_019318	0.421	v-maf musculoaponeurotic fibrosarcoma (avian) oncogene homolog (c-maf)
1388740_at	AI177645	0.421	Similar to cDNA sequence BC032204 (LOC309186), mRNA
1390587_x_at	AW525862	0.421	Transcribed sequence with weak  similarity to protein sp:P16415 (H.sapiens) ZF36_HUMAN Zinc finger protein ZFP-36
1390226_at	AI408343	0.42	Transcribed sequence with strong similarity to protein sp:P00722 (E. coli) BGAL_ECOLI Beta-galactosidase
1367605_at	NM_022511	0.419	profilin
1379463_at	AW525176	0.419	filamin-interacting protein L-Filip
1376483_at	AW251852	0.417	Transcribed sequence with strong similarity to protein sp:Q9Y4Y9 (H.sapiens) LSM5_HUMAN U6 snRNA-associated Sm-like protein LSm5
1369979_at	NM_130413	0.416	src family associated phosphoprotein 2
1370882_at	AI171966	0.416	major histocompatibility complex, class II, DM beta
1379488_at	BI274525	0.414	Similar to mNori-2p (LOC362272), mRNA
1398290_at	AF287301	0.414	potassium channel, subfamily K, member 13
1383223_at	BG672206	0.413	Similar to ubiquitin-like 3 (LOC363869), mRNA
1393050_at	BG664069	0.413	Strain Wistar Rap2a mRNA, 5' UTR
1379450_at	BM383195	0.412	Similar to cDNA sequence BC003236 (LOC310760), mRNA
1383962_at	BI275530	0.412	Similar to Apoptosis regulatory protein Siva (CD27-binding protein) (CD27BP) (LOC362791), mRNA
1390472_at	AI412627	0.412	Similar to 2210023K21Rik protein (LOC305237), mRNA
1368078_at	NM_022604	0.411	endothelial cell-specific molecule 1
1373177_x_at	AI409900	0.411	Transcribed sequence
1372280_at	BI295982	0.41	Similar to Ankyrin repeat and SOCS box-containing protein 2 (LOC299266), mRNA
1377869_at	BI284261	0.41	Similar to carbon catabolite repression 4 protein homolog (LOC310395), mRNA
1372097_at	BF284262	0.409	Similar to interferon consensus sequence-binding protein - mouse (LOC292060), mRNA
1373458_at	BI289546	0.409	Transcribed sequence with weak  similarity to protein pir:C35826 (H.sapiens) C35826 hypothetical 13K protein A - human
1379542_at	BF522334	0.409	Similar to Small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF) (LOC366871), mRNA
1380425_at	AI012859	0.409	ribonuclease L (2, 5-oligoisoadenylate synthetase-dependent)
1368295_at	AF169410	0.408	solute carrier family 21 (organic anion transporter), member 9
1374386_at	AI412423	0.408	Transcribed sequences
1390569_at	AI231438	0.408	Transcribed sequences
1368101_at	NM_012518	0.407	calmodulin 3
1383372_at	BF407234	0.407	UI-R-BJ2-bqc-c-04-0-UI.s1 UI-R-BJ2 Rattus norvegicus cDNA clone UI-R-BJ2-bqc-c-04-0-UI 3', mRNA sequence.
1384430_at	BF390040	0.407	Transcribed sequences
1372622_at	AW520770	0.406	Hypothetical LOC316001 (LOC316001), mRNA
1373410_at	BE104219	0.406	Transcribed sequences
1374590_at	BF420110	0.406	Similar to Plcl2 protein (LOC301173), mRNA
1390259_at	AI231279	0.405	Transcribed sequences
1392407_at	AI012031	0.405	Transcribed sequences
1393331_at	AI575856	0.404	UI-R-Y0-uy-g-05-0-UI.s1 UI-R-Y0 Rattus norvegicus cDNA clone UI-R-Y0-uy-g-05-0-UI 3', mRNA sequence.
1393158_at	BI298434	0.403	Transcribed sequence with weak  similarity to protein ref:NP_060602.1 (H.sapiens)  hypothetical protein FLJ10545 [Homo sapiens]
1382745_at	BE108581	0.402	Transcribed sequences
1389342_at	AI112988	0.402	Transcribed sequences
1383034_at	AA998572	0.401	Similar to death effector domain-associated factor (LOC312603), mRNA
1383116_at	BI298383	0.401	Similar to RIKEN cDNA 4833435D08 (LOC300284), mRNA
1395574_at	BE118358	0.4	UI-R-BS1-azk-g-02-0-UI.s1 UI-R-BS1 Rattus norvegicus cDNA clone UI-R-BS1-azk-g-02-0-UI 3', mRNA sequence.
1368259_at	NM_017043	0.399	prostaglandin-endoperoxide synthase 1
1374465_at	AI237098	0.399	Similar to ubiquitously-expressed transcript isoform 1 (LOC299313), mRNA
1377239_at	BM386169	0.399	UI-R-CN1-cjf-k-17-0-UI.s1 UI-R-CN1 Rattus norvegicus cDNA clone UI-R-CN1-cjf-k-17-0-UI 3', mRNA sequence.
1393682_at	BF410504	0.399	Transcribed sequence with moderate similarity to protein sp:Q9UPC5 (H.sapiens) GP34_HUMAN Probable G protein-coupled receptor GPR34
1368226_at	NM_133525	0.398	putative c-Myc-responsive
1389477_at	BI278855	0.398	Transcribed sequences
1393347_at	BI289767	0.398	Transcribed sequences
1395944_at	AI548667	0.398	Transcribed sequences
1383424_at	BI276216	0.397	Similar to thymidylate kinase family LPS-inducible member; thymidylate kinase homologue (LOC314004), mRNA
1383477_at	BG668115	0.397	Similar to Ubiquitin carboxyl-terminal hydrolase isozyme L5 (UCH-L5) (Ubiquitin thiolesterase L5) (Ubiquitin C-terminal hydrolase UCH37) (LOC360853), mRNA
1383968_at	BI282560	0.397	UI-R-DD0-bzy-d-07-0-UI.s1 UI-R-DD0 Rattus norvegicus cDNA clone UI-R-DD0-bzy-d-07-0-UI 3', mRNA sequence.
1395427_at	AW918981	0.397	Transcribed sequences
1368679_a_at	NM_030857	0.396	lyn protein non-receptor kinase
1380261_at	BE328914	0.396	Transcribed sequences
1392590_at	BG377201	0.396	Similar to RIKEN cDNA 0610025G21 (LOC305156), mRNA
1371848_at	AA799526	0.394	EST189023 Normalized rat heart, Bento Soares Rattus sp. cDNA clone RHEAC15 3' end, mRNA sequence.
1377992_at	AI111775	0.394	UI-R-Y0-me-g-06-0-UI.s1 UI-R-Y0 Rattus norvegicus cDNA clone UI-R-Y0-me-g-06-0-UI 3', mRNA sequence.
1376585_at	BF395602	0.392	Similar to Mrpl50 protein (LOC362517), mRNA
1390909_at	AI171480	0.392	Transcribed sequence with moderate similarity to protein pdb:1JZ5 (E. coli) B Chain B, E. Coli
1394031_at	AA800742	0.392	Similar to Protein C20orf129 homolog (LOC311598), mRNA
1379482_at	BI283829	0.391	hepatoma-derived growth factor, related protein 3
1384259_at	BF559151	0.391	UI-R-C1-ky-h-08-0-UI.r1 UI-R-C1 Rattus norvegicus cDNA clone UI-R-C1-ky-h-08-0-UI 5', mRNA sequence.
1397409_s_at	BE113999	0.391	Transcribed sequences
1376259_at	AI171093	0.39	Transcribed sequences
1388911_at	AI177134	0.389	DNA primase, p58 subunit
1368260_at	NM_053749	0.388	serine/threonine kinase 12
1381311_at	BE100625	0.388	Similar to cell surface glycoprotein (LOC316137), mRNA
1379422_at	AI145871	0.387	Transcribed sequences
1385738_at	BE112479	0.387	Transcribed sequences
1373823_at	AA944180	0.386	Transcribed sequence with strong similarity to protein pir:B36670 (H.sapiens) B36670 cell division control protein CKS2 - human
1380621_at	BI289400	0.386	Similar to tyrosine kinase Fps/Fes (LOC293041), mRNA
1385865_at	BM390351	0.385	Similar to RIKEN cDNA E330026B02 (LOC315980), mRNA
1391527_at	BE109296	0.385	Similar to signal transducer and activator of transcription 6 (LOC362896), mRNA
1392905_at	BF552733	0.385	UI-R-C0-iy-c-09-0-UI.r1 UI-R-C0 Rattus norvegicus cDNA clone UI-R-C0-iy-c-09-0-UI 5', mRNA sequence.
1368330_at	NM_053720	0.384	apoptosis antagonizing transcription factor
1370904_at	BI301490	0.384	major histocompatibility complex, class II, DM alpha
1381556_at	BI303853	0.384	Transcribed sequences
1381814_at	AI044216	0.384	Similar to KIAA0456 protein (LOC304778), mRNA
1389474_at	AA818380	0.384	Transcribed sequence with moderate similarity to protein pdb:1LBG (E. coli) B Chain B, Lactose Operon Repressor Bound To 21-Base Pair Symmetric Operator Dna, Alpha Carbons Only
1391741_a_at	AA901290	0.384	Transcribed sequences
1376356_a_at	AI070908	0.383	Similar to Breast cancer associated protein BRAP1 (LOC366988), mRNA
1379274_at	AW535515	0.383	Transcribed sequences
1371115_at	D78610	0.382	Protein tyrosine phosphatase, receptor type, epsilon polypeptide
1373625_at	AI412012	0.382	Similar to serine hydroxymethyl transferase 1 (soluble) (LOC287379), mRNA
1386571_at	BF567145	0.382	Transcribed sequence with moderate similarity to protein ref:NP_005477.1 (H.sapiens)  target of myb1-like 1
1369115_at	AY057895	0.381	adrenergic receptor, beta 2
1374924_at	BE098025	0.381	Transcribed sequences
1383394_at	BG372099	0.381	UI-R-CV0-brm-d-01-0-UI.s1 UI-R-CV0 Rattus norvegicus cDNA clone UI-R-CV0-brm-d-01-0-UI 3', mRNA sequence.
1384191_at	BF387765	0.38	UI-R-CA1-bbv-a-01-0-UI.s1 UI-R-CA1 Rattus norvegicus cDNA clone UI-R-CA1-bbv-a-01-0-UI 3', mRNA sequence.
1393201_at	BI283679	0.38	Similar to axonemal p83.9 (LOC297720), mRNA
1394953_at	BF388068	0.379	UI-R-CA1-bbx-h-07-0-UI.s1 UI-R-CA1 Rattus norvegicus cDNA clone UI-R-CA1-bbx-h-07-0-UI 3', mRNA sequence.
1372722_at	AI175031	0.378	Similar to DnaJ homolog subfamily B member 4 (LOC295549), mRNA
1378140_at	BI296317	0.378	Similar to RIKEN cDNA C730007L20 gene (LOC364396), mRNA
1384924_at	BF551984	0.378	Transcribed sequences
1385933_at	AA875227	0.378	Transcribed sequences
1391518_at	AI579823	0.378	Transcribed sequences
1369964_at	NM_130411	0.377	coronin, actin binding protein 1A
1370486_a_at	AY032665	0.377	IIIG9 protein
1376871_at	AA891475	0.377	Transcribed sequences
1387984_at	AF253065	0.377	chemokine-like factor 1
1394673_at	AI454014	0.377	Transcribed sequence with weak  similarity to protein sp:P20138 (H.sapiens) CD33_HUMAN Myeloid cell surface antigen CD33 precursor
1378056_at	BM391984	0.376	Similar to geminin (LOC291137), mRNA
1391127_at	BF400818	0.376	cell division cycle 42 homolog (S. cerevisiae)
1367602_at	AI013390	0.375	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2
1368558_s_at	NM_017196	0.375	allograft inflammatory factor 1
